ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,target
66,120,3,60,23,1,0,83,22,5,5,30,2,17,-7,2,1,44,70,4,2,0,67,1
61,83,1,43,40,0,0,100,-7,7,8,47,2,32,-7,0,0,50,85,10,5,5,52,1
85,156,4,66,27,0,0,100,-7,7,8,28,2,39,13,0,0,2,88,4,3,1,80,0
88,168,3,89,20,0,0,100,-7,6,7,11,1,20,20,1,1,5,-8,3,-8,0,43,0
76,404,7,125,27,1,0,97,69,6,5,29,2,10,4,1,1,11,-8,5,1,2,50,0
64,120,3,44,2,1,1,67,74,6,2,3,2,0,0,2,2,44,-8,2,-8,1,100,1
85,167,2,58,11,0,0,100,-7,7,8,12,2,42,-7,2,2,15,-8,2,1,0,75,0
70,158,7,77,25,0,0,96,21,6,6,39,1,12,-7,2,2,15,-8,8,1,1,67,0
74,36,20,80,20,0,0,100,-7,7,8,1,0,15,-7,1,1,81,-8,3,-8,2,67,0
71,145,3,53,33,0,0,100,-7,7,8,33,4,33,0,6,6,31,99,4,3,0,39,0
63,176,16,80,23,1,1,76,6,0,2,25,0,64,0,0,0,57,48,3,4,1,88,1
70,411,3,95,70,0,0,99,65,6,6,72,5,12,2,1,1,23,64,8,2,2,37,0
55,234,13,83,20,1,0,70,1,3,5,24,0,22,4,3,3,46,24,8,3,2,72,1
63,141,2,71,27,1,1,83,21,6,2,35,4,43,0,4,4,35,100,5,3,0,90,1
68,217,2,110,19,1,1,86,36,5,2,22,1,55,7,0,0,95,100,3,2,1,100,0
68,188,19,60,19,0,0,100,-7,7,8,17,0,32,10,1,0,92,73,5,2,4,100,0
75,258,1,67,30,1,1,97,31,6,4,33,3,36,1,4,4,10,-8,1,1,0,18,0
75,-8,4,49,17,0,0,100,-7,7,8,19,2,26,-7,1,1,100,57,1,2,1,50,0
65,303,13,88,39,1,0,81,2,4,5,47,0,45,0,3,3,23,2,4,3,1,58,1
80,262,0,72,22,0,0,100,-7,7,8,24,1,17,0,1,1,20,74,5,1,2,38,1
72,139,6,51,11,0,0,91,-8,6,6,11,2,91,0,0,0,-8,80,-8,3,-8,100,1
79,58,5,26,10,0,0,100,-7,7,8,10,3,30,-7,2,2,26,-8,1,-8,0,20,1
72,213,1,68,6,1,1,88,7,1,2,8,1,50,0,2,2,0,83,0,2,0,40,1
56,202,8,67,20,2,1,81,6,3,5,22,1,27,0,1,1,81,81,6,3,4,83,1
62,206,6,54,34,1,1,100,-7,6,8,36,5,47,0,1,1,31,81,3,4,1,54,1
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
85,336,11,124,17,0,0,100,-7,7,8,17,1,35,-7,0,0,1,87,2,2,0,44,0
72,386,3,95,33,0,0,100,-7,7,8,33,3,18,2,2,2,30,97,9,2,1,58,0
88,320,4,93,52,0,0,100,-7,7,8,55,3,22,6,0,0,3,71,3,1,0,36,0
60,85,14,54,16,3,3,68,25,6,3,23,0,47,2,1,1,23,49,3,3,2,50,1
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
80,151,8,62,15,0,0,100,-7,7,8,16,1,19,0,2,2,2,-8,4,1,0,50,0
70,155,7,79,11,2,1,73,36,6,3,15,1,67,0,0,0,34,-8,1,1,0,100,1
83,344,6,130,65,1,0,95,18,6,5,68,3,18,6,0,0,4,21,5,3,0,31,0
59,128,19,64,3,2,0,20,3,3,5,5,0,80,0,0,0,0,90,0,2,-8,67,1
90,177,14,74,13,0,0,100,-7,7,8,13,0,31,-8,0,0,6,-8,1,1,0,29,0
69,153,10,62,8,0,0,75,11,4,6,8,1,50,0,0,0,51,83,2,2,1,80,1
78,296,5,124,26,0,0,96,34,6,6,15,1,35,0,1,1,19,-8,4,7,1,63,0
82,154,1,82,35,0,0,100,-7,7,8,36,5,42,0,1,1,12,100,2,2,0,44,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
73,199,15,68,33,0,0,100,-7,7,8,13,0,33,-7,0,0,26,88,3,3,2,40,0
66,76,2,42,6,1,1,100,-7,6,8,8,2,38,0,2,2,48,95,2,2,0,80,1
58,265,3,79,25,2,1,93,13,0,5,28,2,48,0,1,1,63,50,8,2,0,91,1
68,178,7,74,30,0,0,97,-8,6,6,30,1,23,0,1,1,45,88,4,2,3,50,0
63,123,2,43,28,0,0,90,4,4,6,29,8,62,1,6,6,0,-8,0,6,0,60,0
82,306,1,105,18,0,0,95,26,6,6,20,1,25,2,1,1,6,100,9,1,0,77,0
61,157,2,53,24,0,0,84,1,4,6,25,4,36,0,0,0,41,98,1,4,1,55,1
75,40,4,22,4,0,0,100,-7,7,8,5,1,0,0,1,1,53,-8,1,-8,0,50,1
60,168,23,97,3,6,3,25,7,0,5,11,0,25,0,0,0,26,68,2,2,0,80,0
65,203,8,93,16,2,2,94,21,6,6,22,2,69,-7,1,1,98,93,3,9,2,100,1
85,198,11,84,19,0,0,100,-7,6,7,19,2,32,-7,0,0,9,40,6,2,0,62,1
92,325,27,137,16,0,0,100,-7,7,8,16,0,31,0,0,0,1,-8,2,1,0,38,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
77,431,1,127,21,1,1,96,23,6,2,58,2,39,6,0,0,10,95,1,3,0,33,0
74,246,0,107,30,0,0,100,-7,5,8,32,3,13,0,1,1,47,79,17,2,2,71,0
72,247,5,93,19,1,1,90,6,4,3,23,3,19,0,4,4,46,89,2,2,1,67,1
77,173,11,59,7,1,1,100,-7,7,8,8,1,43,0,0,0,69,-8,1,1,0,100,0
60,79,6,32,18,0,0,100,-7,7,8,19,6,26,0,4,4,20,100,6,2,1,57,1
81,149,2,64,24,0,0,96,45,6,6,3,5,41,0,8,8,8,12,3,2,0,42,0
75,207,4,46,17,0,0,100,-7,7,8,17,4,24,0,4,3,62,66,6,2,0,67,1
78,218,6,80,48,0,0,100,-7,7,8,48,1,56,1,1,1,11,92,3,2,0,56,0
79,153,4,64,11,0,0,100,-7,7,8,8,3,36,11,0,0,68,54,3,3,1,86,0
71,200,4,75,36,0,0,97,67,6,6,36,2,44,2,3,3,55,-8,7,1,1,67,0
63,208,6,86,39,1,1,95,9,4,6,43,1,45,0,11,11,5,82,6,5,0,86,1
61,76,8,27,8,1,1,100,-7,0,8,9,3,25,0,2,2,74,32,2,2,1,67,1
76,104,4,39,22,0,0,100,-7,7,8,23,4,23,4,2,2,8,-8,5,2,0,50,0
83,158,4,83,27,0,0,100,-7,7,8,31,1,71,0,1,1,1,66,2,3,1,63,1
84,156,26,100,36,0,0,94,32,6,6,29,0,19,-8,0,0,9,-8,1,2,0,27,1
63,59,1,29,16,0,0,100,-7,7,8,17,3,53,0,2,2,100,92,5,4,4,100,1
86,335,5,104,18,0,0,100,-7,7,8,5,2,32,4,1,1,4,81,4,1,1,71,1
64,99,7,43,8,0,0,100,-7,7,8,8,2,38,0,4,3,76,89,5,3,1,100,1
73,153,3,75,46,0,0,100,-7,7,8,46,8,17,1,2,2,38,89,3,5,2,44,0
81,180,8,78,27,0,0,100,-7,7,8,8,1,41,0,2,1,12,35,2,2,0,44,1
77,149,3,69,18,0,0,94,7,4,6,18,2,72,10,0,0,13,82,1,4,0,71,0
65,162,9,65,28,0,0,100,-7,7,8,28,1,50,1,1,1,83,82,2,3,2,86,1
58,10,10,10,3,0,0,100,-7,7,8,3,3,100,-7,1,1,-8,86,-8,3,-8,100,0
76,131,21,67,15,1,0,81,11,3,5,16,0,19,-7,1,1,5,-8,1,1,1,50,1
73,39,5,15,9,0,0,100,-7,7,8,9,2,33,0,0,0,28,100,5,2,0,100,1
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
61,329,20,94,16,4,4,94,5,0,2,17,0,47,18,0,0,63,3,2,3,1,100,1
82,180,37,106,16,0,0,94,35,6,6,16,0,13,0,2,2,3,-8,2,1,0,38,0
75,267,19,102,6,1,1,86,36,7,2,7,0,57,0,1,0,77,-8,1,1,1,100,1
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
86,66,5,48,10,0,0,100,-7,7,8,10,2,20,4,1,1,9,80,3,1,0,80,0
76,186,1,83,21,0,0,96,11,4,6,25,4,28,-7,2,2,12,-8,3,-8,0,44,0
74,277,30,123,24,0,0,88,12,6,6,24,0,25,0,0,0,45,-8,12,1,2,93,1
84,123,1,48,30,0,0,100,-7,7,8,33,7,18,4,1,1,10,80,4,2,0,35,0
68,180,1,91,9,1,1,82,22,6,3,11,2,9,0,2,2,27,-8,4,-8,1,67,1
65,97,2,50,26,2,1,86,4,3,5,28,2,61,-7,1,1,2,47,1,6,0,78,1
74,198,4,53,11,1,1,92,62,6,2,12,1,33,4,2,2,3,-8,2,1,0,43,0
60,134,4,55,38,0,0,92,5,4,6,39,6,46,0,0,0,42,53,11,5,2,89,1
90,155,11,72,6,0,0,100,-7,7,8,6,1,0,0,0,0,1,-8,2,-8,0,50,1
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
70,296,23,164,13,1,1,92,45,6,6,13,0,31,-7,1,0,39,2,3,2,1,63,1
61,49,5,25,7,0,0,89,28,6,6,9,2,89,-7,2,2,113,97,1,2,1,100,1
80,31,8,20,3,0,0,100,-7,7,8,3,1,67,0,2,1,0,24,0,2,0,67,1
82,184,3,77,28,0,0,100,-7,7,8,29,2,31,0,1,1,6,92,4,2,0,88,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
72,206,6,65,43,0,0,100,-7,7,8,44,1,34,0,1,1,66,60,7,3,4,91,0
76,163,15,66,47,0,0,100,-7,7,8,47,0,21,0,4,4,9,82,5,6,1,58,0
82,235,24,123,30,0,0,100,-7,6,7,32,0,38,-7,0,0,36,-8,3,1,0,100,0
79,167,2,61,26,0,0,100,-7,7,8,31,2,65,0,16,15,28,101,1,2,1,60,1
72,79,4,43,13,0,0,100,-7,7,8,13,2,54,-7,3,3,84,-8,3,1,1,80,1
62,33,33,33,0,0,0,0,21,6,6,1,0,100,0,2,2,-8,-8,-8,1,-8,100,1
79,366,3,94,53,0,0,100,-7,7,8,53,2,23,16,0,0,16,64,5,4,0,39,0
70,105,9,57,14,0,0,86,6,4,6,14,1,7,0,0,0,24,-8,5,1,1,67,1
80,113,5,48,13,0,0,86,26,6,6,14,2,14,4,1,1,0,-8,0,1,0,17,1
68,168,13,76,31,0,0,97,1,4,6,31,0,16,2,1,1,42,-8,8,1,3,60,1
80,236,4,88,39,0,0,90,27,6,6,41,4,32,0,2,1,1,56,4,1,0,63,0
69,168,1,78,17,0,0,89,9,4,6,10,2,58,-7,2,2,34,69,3,5,1,80,1
66,132,3,70,22,0,0,96,81,6,6,25,1,48,1,1,1,87,-8,3,1,3,100,1
73,188,2,83,18,1,1,95,29,6,2,22,1,27,0,11,11,30,-8,4,2,0,67,1
67,87,12,44,20,0,0,90,11,4,6,20,0,35,0,1,1,31,73,3,3,1,60,1
79,304,3,111,31,0,0,97,51,6,6,31,2,13,0,2,2,19,96,8,2,1,59,1
55,336,5,111,17,2,1,74,1,0,2,20,2,32,-7,0,0,39,-8,5,2,0,88,1
70,127,25,57,23,0,0,96,-8,6,6,24,0,13,0,0,0,51,-8,9,-8,1,67,1
78,79,33,58,9,0,0,78,9,4,6,9,0,33,0,0,0,3,-8,1,-8,0,33,1
57,184,25,80,11,4,0,63,2,3,5,16,0,25,0,1,1,39,-8,2,1,0,60,1
75,160,3,70,21,0,0,100,-7,7,8,21,3,33,3,5,5,0,-8,0,1,0,43,0
64,204,14,118,17,0,0,78,1,4,6,18,0,56,0,0,0,48,51,6,1,0,88,1
65,266,5,92,32,0,0,94,53,6,6,29,1,6,0,1,1,49,-8,16,1,8,77,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
60,212,10,88,23,0,0,83,3,4,6,23,1,48,-7,0,0,55,4,5,4,1,82,1
76,203,6,79,14,0,0,93,69,6,6,14,1,29,5,0,0,25,-8,3,1,1,80,0
68,319,2,127,26,0,0,93,20,6,6,28,2,29,0,0,0,29,47,9,4,2,62,1
58,274,11,144,9,2,0,64,41,4,5,11,1,36,0,3,3,68,15,2,3,1,100,1
65,37,13,24,11,0,0,100,-7,7,8,11,0,27,3,4,4,81,-8,6,1,2,88,1
62,22,1,12,7,0,0,100,-7,7,8,9,5,22,9,0,0,59,88,5,2,0,100,1
62,178,5,67,28,0,0,80,5,4,6,30,3,30,1,2,2,21,79,2,4,1,46,1
67,155,5,87,23,2,0,85,24,6,5,27,2,37,5,0,0,27,53,7,5,1,93,1
82,207,4,69,18,0,0,100,-7,7,8,22,2,16,4,2,2,0,-8,0,1,0,14,0
65,146,7,58,29,1,1,97,-8,6,6,33,1,39,-7,5,5,7,88,1,2,0,33,1
64,108,6,55,16,3,1,75,40,6,5,21,4,20,0,0,0,53,69,5,4,1,91,0
79,200,20,90,33,1,1,97,56,5,2,38,0,29,23,0,0,6,-8,2,1,0,60,0
66,193,6,43,40,0,0,98,71,6,6,40,3,25,1,1,1,19,-8,12,2,1,64,1
78,301,52,52,1,0,0,100,-7,7,8,15,0,100,-7,0,0,-8,6,-8,1,-8,100,1
69,217,44,118,30,1,0,94,8,4,5,23,0,25,8,0,0,10,-8,9,-8,1,75,1
72,172,2,76,23,1,1,96,12,6,6,25,4,36,0,3,3,22,-8,3,3,1,46,0
90,191,19,103,16,0,0,100,-7,7,8,6,0,56,18,0,0,3,-8,3,1,0,100,0
77,179,11,60,20,0,0,90,51,6,6,20,1,25,0,2,2,23,78,1,1,1,18,1
68,89,8,52,20,0,0,86,55,6,6,21,2,14,0,1,1,29,79,7,2,0,67,1
77,496,39,177,17,0,0,95,8,4,6,20,0,65,3,2,1,4,-8,2,3,0,50,0
61,114,18,63,16,1,1,72,8,0,6,19,0,56,0,0,0,13,-8,1,1,0,50,1
73,-8,0,69,24,0,0,88,10,6,6,0,4,20,0,2,2,8,78,1,2,1,27,0
83,368,23,161,9,0,0,100,-7,7,8,9,0,11,23,0,0,35,-8,5,1,1,86,0
66,136,2,40,20,0,0,100,-7,7,8,22,6,9,0,0,0,33,-8,6,1,3,64,1
65,228,5,69,24,3,2,85,3,0,2,27,1,31,7,0,0,13,66,3,2,0,46,0
63,184,3,77,34,0,0,97,32,6,6,36,2,36,0,11,10,71,80,10,2,3,82,1
63,142,3,58,9,4,4,75,16,6,2,12,2,42,12,0,0,0,99,2,2,0,100,0
63,78,1,35,5,0,0,83,4,4,6,6,1,67,0,2,1,-8,82,1,2,1,100,1
78,132,12,91,30,0,0,100,-7,7,8,11,0,37,0,1,1,50,-8,4,2,1,67,0
63,242,2,68,25,0,0,100,-7,7,8,26,1,19,-7,3,3,73,-8,12,1,5,87,1
75,278,75,123,6,0,0,83,20,6,6,6,0,17,0,1,1,7,-8,2,-8,-8,75,0
69,284,4,73,24,2,0,74,16,6,5,29,1,30,4,1,1,12,48,1,3,0,57,1
62,353,2,119,27,1,1,86,2,4,6,29,6,41,0,2,2,37,99,8,7,1,89,1
79,137,9,60,19,0,0,100,-7,7,8,20,1,40,0,0,0,24,-8,3,1,0,44,0
76,94,2,36,8,0,0,100,-7,7,8,9,3,56,0,1,1,35,96,1,2,0,60,1
75,127,5,30,17,0,0,100,-7,7,8,17,4,24,1,3,3,14,56,4,1,1,86,0
78,56,2,32,8,0,0,100,-7,7,8,9,3,22,0,1,1,23,19,4,2,0,86,1
66,236,11,74,26,2,0,90,8,4,2,29,1,17,0,0,0,77,-8,4,1,2,100,1
62,172,4,71,29,0,0,86,2,4,6,29,2,28,-7,1,1,32,50,2,4,2,50,1
62,194,13,96,19,2,2,80,6,4,2,20,0,30,-7,3,0,92,-8,8,1,4,91,1
83,97,7,57,17,0,0,100,-7,7,8,17,1,24,-7,0,0,19,85,3,3,0,60,0
61,59,5,27,18,0,0,94,21,6,6,18,4,56,0,2,2,48,62,6,6,0,92,1
85,273,12,113,15,0,0,100,-7,7,8,16,0,19,0,0,0,1,-8,4,1,0,56,0
81,302,2,86,37,0,0,95,59,6,6,41,4,41,0,0,0,1,69,3,5,0,50,0
60,263,1,108,26,2,1,83,3,4,2,23,2,23,0,2,1,49,95,11,1,2,71,1
66,160,5,60,13,2,2,81,51,6,2,16,3,44,0,3,3,56,-8,3,2,1,71,1
69,51,13,27,4,0,0,100,-7,7,8,4,0,75,0,0,0,97,-8,1,1,-8,100,1
64,287,3,68,28,0,0,93,77,6,6,29,6,24,0,5,5,37,90,8,2,1,67,1
80,96,18,57,10,0,0,100,-7,7,8,10,0,60,0,0,0,-8,-8,-8,1,-8,100,1
83,-8,7,84,14,0,0,100,-7,7,8,0,1,14,0,1,1,27,-8,3,1,0,57,0
63,202,2,69,13,0,0,67,16,6,6,15,4,40,3,1,1,52,92,5,2,2,78,0
76,197,2,71,24,0,0,100,-7,7,8,25,2,24,-7,2,2,33,99,3,2,1,38,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
66,127,7,63,9,1,0,80,42,6,5,10,1,30,0,0,0,74,77,3,1,2,100,1
69,127,7,64,31,0,0,97,12,5,6,32,3,28,0,8,8,74,69,7,2,3,75,1
86,153,14,75,11,0,0,100,-7,7,8,11,0,0,1,2,2,1,-8,1,-8,0,11,0
69,91,18,53,36,0,0,100,-7,7,8,41,0,33,4,1,1,72,53,8,5,2,87,0
77,46,5,27,7,0,0,100,-7,7,8,7,2,43,0,1,1,0,96,0,2,-8,67,1
81,148,1,72,16,0,0,94,62,6,6,18,2,39,0,2,2,0,94,0,3,-8,75,0
70,433,17,139,35,0,0,97,79,6,6,35,0,26,-8,0,0,53,66,10,2,4,60,0
80,264,2,87,31,0,0,100,-7,7,8,34,5,9,-7,0,0,8,-8,4,-8,1,24,0
73,197,5,79,40,0,0,100,-7,7,8,6,2,25,-7,3,3,31,70,2,6,1,38,0
71,194,3,115,14,2,1,94,4,3,5,16,1,31,-7,3,3,10,-8,1,-8,0,50,1
68,142,5,54,26,0,0,100,-7,7,8,27,2,26,0,3,3,70,68,5,3,3,80,1
66,169,1,73,28,1,1,93,76,6,6,30,3,57,0,5,4,72,83,6,4,3,91,1
73,37,2,21,3,0,0,100,-7,7,8,5,2,50,-7,4,4,-8,99,-8,1,-8,100,1
74,145,3,50,15,0,0,100,-7,7,8,15,2,33,0,1,1,46,-8,4,1,1,86,1
87,147,1,69,8,0,0,100,-7,7,8,11,2,45,1,3,3,2,100,1,1,0,50,0
73,195,1,77,29,1,1,94,41,6,3,34,7,47,8,0,0,28,99,7,3,1,77,0
73,152,11,75,6,2,0,63,32,6,5,8,1,13,0,0,0,0,-8,0,1,-8,33,0
62,236,18,88,26,0,0,88,10,4,6,45,0,23,2,3,3,49,57,10,2,2,75,0
72,248,23,115,19,2,1,88,21,6,2,24,0,29,-7,0,0,25,-8,3,2,0,56,1
66,220,28,119,6,0,0,57,1,4,6,7,0,0,7,0,0,17,-8,3,-8,1,75,1
83,127,4,60,18,0,0,100,-7,7,8,18,5,44,3,1,1,8,81,1,3,-8,83,0
80,222,3,96,28,0,0,93,21,6,6,29,2,41,0,0,0,14,45,2,4,0,46,0
58,100,14,62,33,1,1,94,2,4,6,34,0,35,1,3,3,44,99,5,3,2,73,1
75,235,6,85,15,0,0,94,17,6,6,16,1,38,-7,1,1,40,96,1,2,1,50,1
90,327,5,136,15,0,0,100,-7,7,8,9,1,33,5,0,0,1,-8,1,1,0,40,0
89,172,5,76,18,0,0,100,-7,7,8,21,1,48,12,0,0,14,82,1,2,0,50,0
60,28,3,17,13,0,0,100,-7,7,8,13,2,38,0,3,3,67,96,5,4,3,75,1
65,59,3,27,15,0,0,100,-7,7,8,17,5,41,0,0,0,75,99,5,2,2,78,1
67,152,21,97,25,1,1,96,-7,5,7,26,0,35,0,7,6,59,-8,7,1,2,67,1
85,321,4,173,4,0,0,100,-7,7,8,4,1,0,-8,0,0,45,-8,1,-8,0,50,0
58,184,3,66,30,0,0,94,1,4,6,31,1,13,0,1,1,47,-8,9,1,2,80,1
83,217,1,73,34,0,0,100,-7,7,8,39,2,21,1,1,1,7,48,6,2,1,57,0
89,273,8,149,17,0,0,100,-7,6,7,69,1,24,-8,0,0,2,-8,4,-8,0,57,1
63,212,3,62,16,2,0,72,12,6,5,20,1,44,-7,2,2,66,89,3,5,2,73,1
65,178,11,61,19,0,0,100,-7,7,8,19,1,58,0,1,1,93,73,6,4,4,91,1
88,438,9,122,20,0,0,100,-7,7,8,20,1,50,0,1,1,1,-8,1,5,-8,55,1
78,191,7,81,29,0,0,100,-7,7,8,30,3,45,3,1,1,52,66,2,4,0,86,1
66,313,10,146,11,16,16,82,62,0,6,12,1,45,0,3,3,6,95,1,1,0,67,1
73,104,3,39,18,0,0,100,-7,7,8,18,4,33,0,0,0,33,69,5,6,0,92,1
80,207,8,92,18,0,0,100,-7,7,8,18,1,50,9,0,0,28,75,3,3,1,60,1
75,178,4,62,38,0,0,95,53,6,6,39,2,15,0,1,1,15,-8,6,-8,1,43,0
76,181,24,67,19,0,0,95,31,6,6,19,0,58,16,0,0,54,57,1,4,0,63,0
58,305,9,99,36,1,1,100,-7,0,8,39,1,68,0,2,2,57,79,5,4,2,75,0
75,415,20,75,22,1,1,83,9,4,4,23,0,22,0,3,3,2,23,2,1,0,33,1
-9,173,2,59,74,3,3,99,8,0,2,77,9,25,0,10,9,22,97,7,4,4,62,1
91,140,24,81,5,0,0,100,-7,7,8,5,0,40,-8,0,0,2,-8,1,1,0,50,0
65,144,13,84,9,0,0,73,54,6,6,11,0,18,0,0,0,78,-8,7,1,2,89,1
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
65,435,3,97,32,0,0,100,-7,7,8,34,2,18,0,8,8,70,-8,9,1,8,67,1
69,192,1,67,34,0,0,100,-7,7,8,36,5,42,0,3,3,42,76,4,5,1,79,0
81,174,31,101,8,0,0,100,-7,7,8,9,0,78,1,2,2,39,-8,1,1,0,100,0
90,179,13,86,12,0,0,100,-7,7,8,12,0,25,0,4,4,0,-8,2,1,0,50,0
70,126,5,49,49,0,0,100,-7,7,8,49,10,29,1,2,2,46,78,6,3,2,56,0
80,115,10,58,16,0,0,94,-8,6,6,16,1,31,0,0,0,18,-8,1,1,0,40,0
75,204,17,86,28,1,1,100,-7,0,8,46,0,10,14,0,0,1,49,2,1,0,19,0
68,230,5,94,23,0,0,88,12,6,6,24,3,54,2,1,1,40,64,4,6,1,79,1
84,80,13,74,24,0,0,100,-7,7,8,2,0,21,1,2,2,14,-8,2,1,0,43,0
77,127,6,54,27,0,0,100,-7,7,8,27,1,41,0,0,0,33,34,4,8,1,63,0
71,311,10,114,40,0,0,100,-7,7,8,40,1,23,0,2,2,28,75,12,4,4,59,1
73,102,1,49,21,0,0,95,-8,6,6,22,3,27,-7,0,0,15,46,2,3,0,60,1
85,277,15,91,8,0,0,100,-7,7,8,8,0,25,22,0,0,36,-8,5,-8,0,100,0
65,390,8,90,10,3,2,71,27,6,2,14,1,29,0,4,4,43,-8,2,1,0,75,0
85,223,2,98,27,0,0,96,-8,6,6,28,3,25,2,1,1,6,66,4,2,0,50,0
92,179,3,102,7,0,0,100,-7,7,8,7,1,14,0,0,0,10,-8,1,-8,0,20,1
67,48,18,38,2,1,0,67,6,3,5,3,0,0,-7,3,3,5,-8,1,-8,0,50,1
77,189,15,81,19,0,0,95,-8,6,6,19,0,11,2,1,1,36,-8,3,1,1,40,1
71,208,3,62,28,1,1,97,40,6,2,29,6,34,0,1,1,27,97,4,3,0,50,1
73,236,5,74,24,0,0,92,9,4,6,29,2,46,15,0,0,44,88,4,3,1,54,1
84,220,3,94,37,0,0,97,12,6,6,37,3,30,9,0,0,5,95,1,3,0,40,1
77,473,4,86,40,0,0,100,-7,7,8,46,7,10,3,1,1,14,30,9,2,0,55,0
74,232,18,101,10,1,1,91,53,6,2,11,0,36,-7,0,0,70,-8,2,1,1,75,1
84,427,20,118,15,0,0,100,-7,7,8,17,0,12,0,0,0,19,-8,3,-8,0,43,0
90,230,27,92,13,0,0,100,-7,7,8,14,0,54,-8,0,0,1,57,1,3,0,67,0
79,209,29,100,22,0,0,100,-7,7,8,22,0,36,-8,0,0,56,38,4,2,2,60,0
67,203,45,144,12,1,1,86,2,0,2,23,0,36,-7,0,0,76,90,3,2,0,83,0
65,65,6,44,16,1,1,100,-7,6,8,16,1,19,7,0,0,35,-8,4,1,0,71,0
64,170,8,63,16,2,2,79,13,6,2,20,1,53,0,0,0,27,57,2,4,-8,100,1
58,136,13,150,14,1,0,71,1,3,5,13,0,12,12,0,0,47,-8,8,1,3,82,1
76,163,7,84,20,0,0,100,-7,7,8,24,1,50,-7,2,2,52,28,4,4,0,89,1
85,171,17,81,22,0,0,100,-7,7,8,22,0,32,-7,0,0,17,-8,1,1,0,40,0
58,264,13,78,24,0,0,92,1,4,6,25,0,28,0,5,4,70,23,13,2,5,94,1
80,251,7,79,46,0,0,100,-7,6,7,44,3,40,7,0,0,20,82,6,3,0,47,0
69,192,2,106,27,3,1,88,15,5,4,32,5,53,-7,2,2,15,23,4,4,0,67,1
78,182,5,63,22,0,0,91,60,6,6,22,1,36,-7,2,2,21,95,2,2,-8,100,1
78,238,40,148,31,0,0,100,-7,7,8,31,0,19,-7,0,0,65,70,15,1,6,94,1
69,131,5,58,27,0,0,100,-7,7,8,30,4,36,-7,2,2,20,87,4,2,1,67,1
76,207,2,101,18,0,0,100,-7,7,8,21,3,24,8,0,0,17,-8,3,2,1,58,1
50,222,20,99,24,2,1,81,1,4,5,26,0,38,3,1,1,42,67,6,3,2,69,1
68,119,5,66,13,3,2,80,15,6,3,15,1,27,0,0,0,10,94,3,3,1,50,1
90,182,4,129,15,0,0,100,-7,7,8,17,1,29,-7,1,1,0,98,0,2,0,40,0
65,146,2,71,21,3,3,77,21,6,2,26,1,58,0,2,2,4,60,1,3,-8,80,1
73,137,0,64,17,0,0,89,19,6,6,18,2,33,0,2,2,42,78,4,3,0,58,0
73,118,6,41,26,2,1,96,77,6,5,27,5,56,5,0,0,40,47,4,3,1,88,1
91,538,47,212,12,0,0,100,-7,7,8,12,0,17,0,0,0,4,-8,1,-8,0,14,0
79,231,16,112,21,0,0,100,-7,7,8,22,0,19,16,0,0,25,-8,7,1,1,64,0
82,224,5,70,37,0,0,97,48,6,6,38,1,50,17,0,0,23,83,1,5,0,50,0
71,-8,4,10,4,0,0,100,-7,7,8,4,2,25,2,6,6,17,87,3,1,0,100,1
